Date,VIX High
2014-02-12,14.64
2014-02-13,15.24
2014-02-14,14.22
2014-02-18,14.51
2014-02-19,15.73
2014-02-20,15.80
2014-02-21,14.79
2014-02-24,14.83
2014-02-25,14.83
2014-02-26,14.54
2014-02-27,14.69
2014-02-28,14.79
2014-03-03,16.78
2014-03-04,14.54
2014-03-05,14.32
2014-03-06,14.42
2014-03-07,14.43
2014-03-10,15.28
2014-03-11,14.93
2014-03-12,15.64
2014-03-13,16.66
2014-03-14,18.22
2014-03-17,16.40
2014-03-18,15.47
2014-03-19,15.95
2014-03-20,15.62
2014-03-21,15.17
2014-03-24,16.07
2014-03-25,15.05
2014-03-26,15.28
2014-03-27,15.63
2014-03-28,14.86
2014-03-31,14.16
2014-04-01,13.56
2014-04-02,13.35
2014-04-03,13.70
2014-04-04,14.55
2014-04-07,16.01
2014-04-08,16.20
2014-04-09,14.94
2014-04-10,16.38
2014-04-11,17.85
2014-04-14,17.40
2014-04-15,17.50
2014-04-16,15.27
2014-04-17,14.17
2014-04-21,14.11
2014-04-22,13.26
2014-04-23,13.75
2014-04-24,14.08
2014-04-25,14.67
2014-04-28,15.28
2014-04-29,14.24
2014-04-30,14.18
2014-05-01,13.75
2014-05-02,13.50
2014-05-05,14.20
2014-05-06,13.90
2014-05-07,14.49
2014-05-08,13.88
2014-05-09,14.03
2014-05-12,12.58
2014-05-13,12.74
2014-05-14,12.51
2014-05-15,13.77
2014-05-16,13.66
2014-05-19,13.21
2014-05-20,13.30
2014-05-21,12.46
2014-05-22,12.09
2014-05-23,11.97
2014-05-27,11.84
2014-05-28,11.86
2014-05-29,11.82
2014-05-30,11.70
2014-06-02,12.17
2014-06-03,12.13
2014-06-04,12.33
2014-06-05,12.34
2014-06-06,11.39
2014-06-09,11.51
2014-06-10,11.66
2014-06-11,11.87
2014-06-12,12.81
2014-06-13,12.69
2014-06-16,12.87
2014-06-17,12.89
2014-06-18,11.91
2014-06-19,10.82
2014-06-20,11.02
2014-06-23,11.35
2014-06-24,12.27
2014-06-25,12.33
2014-06-26,12.51
2014-06-27,12.04
2014-06-30,11.81
2014-07-01,11.42
2014-07-02,11.18
2014-07-03,10.76
2014-07-07,11.54
2014-07-08,12.51
2014-07-09,12.05
2014-07-10,13.23
2014-07-11,12.68
2014-07-14,11.83
2014-07-15,12.47
2014-07-16,11.45
2014-07-17,15.38
2014-07-18,13.55
2014-07-21,13.62
2014-07-22,12.24
2014-07-23,12.16
2014-07-24,12.06
2014-07-25,12.75
2014-07-28,13.64
2014-07-29,13.35
2014-07-30,14.07
2014-07-31,17.11
2014-08-01,17.57
2014-08-04,16.80
2014-08-05,17.14
2014-08-06,17.30
2014-08-07,17.25
2014-08-08,17.09
2014-08-11,15.16
2014-08-12,14.74
2014-08-13,13.93
2014-08-14,13.13
2014-08-15,14.94
2014-08-18,12.85
2014-08-19,12.46
2014-08-20,12.24
2014-08-21,13.51
2014-08-22,12.48
2014-08-25,11.77
2014-08-26,11.93
2014-08-27,11.93
2014-08-28,12.73
2014-08-29,12.44
2014-09-02,13.41
2014-09-03,12.55
2014-09-04,12.99
2014-09-05,13.18
2014-09-08,13.09
2014-09-09,13.91
2014-09-10,14.06
2014-09-11,13.67
2014-09-12,14.27
2014-09-15,14.19
2014-09-16,14.53
2014-09-17,14.53
2014-09-18,12.58
2014-09-19,12.61
2014-09-22,13.98
2014-09-23,14.94
2014-09-24,14.93
2014-09-25,16.69
2014-09-26,15.98
2014-09-29,17.08
2014-09-30,16.43
2014-10-01,17.56
2014-10-02,17.98
2014-10-03,15.43
2014-10-06,15.77
2014-10-07,17.46
2014-10-08,18.03
2014-10-09,19.38
2014-10-10,22.06
2014-10-13,24.64
2014-10-14,24.55
2014-10-15,31.06
2014-10-16,29.41
2014-10-17,23.08
2014-10-20,22.16
2014-10-21,17.75
2014-10-22,18.43
2014-10-23,17.06
2014-10-24,18.06
2014-10-27,17.87
2014-10-28,15.78
2014-10-29,16.28
2014-10-30,15.75
2014-10-31,14.83
2014-11-03,14.99
2014-11-04,15.93
2014-11-05,14.99
2014-11-06,15.08
2014-11-07,14.16
2014-11-10,13.25
2014-11-11,13.18
2014-11-12,13.76
2014-11-13,14.31
2014-11-14,14.15
2014-11-17,14.73
2014-11-18,13.99
2014-11-19,14.78
2014-11-20,15.74
2014-11-21,13.80
2014-11-24,13.02
2014-11-25,13.02
2014-11-26,12.40
2014-11-28,13.49
2014-12-01,14.75
2014-12-02,14.17
2014-12-03,12.88
2014-12-04,13.23
2014-12-05,12.28
2014-12-08,14.67
2014-12-09,16.68
2014-12-10,18.92
2014-12-11,20.13
2014-12-12,23.06
2014-12-15,24.83
2014-12-16,25.20
2014-12-17,24.61
2014-12-18,18.51
2014-12-19,17.20
2014-12-22,16.88
2014-12-23,15.21
2014-12-24,14.54
2014-12-26,14.84
2014-12-29,16.14
2014-12-30,16.20
2014-12-31,19.91
2015-01-02,20.14
2015-01-05,21.29
2015-01-06,22.90
2015-01-07,20.72
2015-01-08,18.09
2015-01-09,18.42
2015-01-12,20.44
2015-01-13,21.58
2015-01-14,23.34
2015-01-15,23.31
2015-01-16,23.43
2015-01-20,21.37
2015-01-21,21.28
2015-01-22,19.23
2015-01-23,17.09
2015-01-26,17.43
2015-01-27,18.41
2015-01-28,20.44
2015-01-29,21.56
2015-01-30,22.18
2015-02-02,22.81
2015-02-03,18.89
2015-02-04,18.38
2015-02-05,17.43
2015-02-06,18.74
2015-02-09,19.28
2015-02-10,18.36
2015-02-11,17.81
2015-02-12,16.47
2015-02-13,15.64
2015-02-17,16.33
2015-02-18,16.74
2015-02-19,16.22
2015-02-20,16.29
2015-02-23,15.48
2015-02-24,14.63
2015-02-25,14.06
2015-02-26,14.57
2015-02-27,14.17
2015-03-02,13.90
2015-03-03,14.69
2015-03-04,15.33
2015-03-05,14.58
2015-03-06,15.83
2015-03-09,15.76
2015-03-10,16.91
2015-03-11,17.19
2015-03-12,16.45
2015-03-13,16.74
2015-03-16,15.89
2015-03-17,16.37
2015-03-18,16.29
2015-03-19,14.97
2015-03-20,13.53
2015-03-23,13.53
2015-03-24,13.68
2015-03-25,15.55
2015-03-26,17.19
2015-03-27,15.83
2015-03-30,14.76
2015-03-31,15.74
2015-04-01,16.66
2015-04-02,15.51
2015-04-06,15.76
2015-04-07,14.81
2015-04-08,14.77
2015-04-09,14.59
2015-04-10,13.26
2015-04-13,14.31
2015-04-14,14.74
2015-04-15,13.58
2015-04-16,13.35
2015-04-17,15.02
2015-04-20,13.67
2015-04-21,13.51
2015-04-22,13.80
2015-04-23,12.96
2015-04-24,13.02
2015-04-27,13.40
2015-04-28,14.23
2015-04-29,14.34
2015-04-30,15.29
2015-05-01,13.98
2015-05-04,13.18
2015-05-05,14.41
2015-05-06,16.36
2015-05-07,15.97
2015-05-08,13.42
2015-05-11,13.85
2015-05-12,15.13
2015-05-13,14.04
2015-05-14,13.29
2015-05-15,13.09
2015-05-18,13.22
2015-05-19,13.13
2015-05-20,13.27
2015-05-21,13.09
2015-05-22,12.37
2015-05-26,14.63
2015-05-27,14.41
2015-05-28,13.99
2015-05-29,14.43
2015-06-01,14.86
2015-06-02,15.05
2015-06-03,14.20
2015-06-04,15.49
2015-06-05,15.65
2015-06-08,15.50
2015-06-09,15.74
2015-06-10,14.37
2015-06-11,13.22
2015-06-12,14.02
2015-06-15,15.57
2015-06-16,15.62
2015-06-17,15.49
2015-06-18,14.03
2015-06-19,14.00
2015-06-22,13.46
2015-06-23,12.68
2015-06-24,13.33
2015-06-25,14.16
2015-06-26,14.91
2015-06-29,19.50
2015-06-30,19.80
2015-07-01,17.26
2015-07-02,17.48
2015-07-06,18.95
2015-07-07,19.20
2015-07-08,19.76
2015-07-09,20.05
2015-07-10,18.17
2015-07-13,15.36
2015-07-14,13.95
2015-07-15,13.97
2015-07-16,12.61
2015-07-17,12.22
2015-07-20,12.37
2015-07-21,12.79
2015-07-22,12.83
2015-07-23,13.08
2015-07-24,14.73
2015-07-27,16.27
2015-07-28,15.62
2015-07-29,13.59
2015-07-30,13.42
2015-07-31,12.63
2015-08-03,13.55
2015-08-04,13.22
2015-08-05,12.72
2015-08-06,14.25
2015-08-07,14.58
2015-08-10,12.78
2015-08-11,14.33
2015-08-12,16.28
2015-08-13,14.33
2015-08-14,13.87
2015-08-17,14.52
2015-08-18,13.94
2015-08-19,15.96
2015-08-20,19.24
2015-08-21,28.38
2015-08-24,53.29
2015-08-25,38.06
2015-08-26,35.62
2015-08-27,29.90
2015-08-28,29.20
2015-08-31,29.37
2015-09-01,33.82
2015-09-02,30.45
2015-09-03,26.31
2015-09-04,29.47
2015-09-08,26.25
2015-09-09,26.82
2015-09-10,27.22
2015-09-11,25.81
2015-09-14,25.32
2015-09-15,23.77
2015-09-16,22.94
2015-09-17,23.33
2015-09-18,23.99
2015-09-21,22.48
2015-09-22,26.29
2015-09-23,23.20
2015-09-24,25.30
2015-09-25,24.29
2015-09-28,28.33
2015-09-29,28.20
2015-09-30,25.88
2015-10-01,25.23
2015-10-02,24.47
2015-10-05,20.42
2015-10-06,20.32
2015-10-07,19.73
2015-10-08,19.02
2015-10-09,18.20
2015-10-12,17.81
2015-10-13,17.70
2015-10-14,18.78
2015-10-15,17.85
2015-10-16,16.86
2015-10-19,16.23
2015-10-20,16.34
2015-10-21,16.70
2015-10-22,15.92
2015-10-23,15.12
2015-10-26,15.43
2015-10-27,15.99
2015-10-28,15.73
2015-10-29,15.46
2015-10-30,15.39
2015-11-02,15.51
2015-11-03,14.73
2015-11-04,15.88
2015-11-05,16.39
2015-11-06,16.00
2015-11-09,17.09
2015-11-10,16.96
2015-11-11,16.15
2015-11-12,18.50
2015-11-13,20.67
2015-11-16,20.55
2015-11-17,19.59
2015-11-18,19.45
2015-11-19,18.26
2015-11-20,16.38
2015-11-23,16.74
2015-11-24,17.21
2015-11-25,15.89
2015-11-27,16.09
2015-11-30,16.57
2015-12-01,16.34
2015-12-02,16.49
2015-12-03,19.35
2015-12-04,17.65
2015-12-07,17.18
2015-12-08,18.33
2015-12-09,20.13
2015-12-10,19.72
2015-12-11,25.27
2015-12-14,26.81
2015-12-15,21.62
2015-12-16,20.24
2015-12-17,19.05
2015-12-18,23.30
2015-12-21,20.21
2015-12-22,18.22
2015-12-23,16.25
2015-12-24,15.88
2015-12-28,18.13
2015-12-29,16.48
2015-12-30,17.42
2015-12-31,20.39
2016-01-04,23.36
2016-01-05,21.06
2016-01-06,21.86
2016-01-07,25.86
2016-01-08,27.08
2016-01-11,27.39
2016-01-12,23.93
2016-01-13,26.11
2016-01-14,26.28
2016-01-15,30.95
2016-01-19,27.59
2016-01-20,32.09
2016-01-21,28.43
2016-01-22,24.55
2016-01-25,24.31
2016-01-26,24.02
2016-01-27,27.22
2016-01-28,23.81
2016-01-29,21.74
2016-02-01,23.66
2016-02-02,22.42
2016-02-03,27.70
2016-02-04,23.14
2016-02-05,24.11
2016-02-08,27.72
2016-02-09,28.31
2016-02-10,26.60
2016-02-11,30.90
2016-02-12,27.57
2016-02-16,25.52
2016-02-17,24.16
2016-02-18,22.53
2016-02-19,23.44
2016-02-22,20.35
2016-02-23,21.16
2016-02-24,22.87
2016-02-25,21.26
2016-02-26,20.13
2016-02-29,20.81
2016-03-01,20.17
2016-03-02,18.41
2016-03-03,17.56
2016-03-04,17.35
2016-03-07,18.04
2016-03-08,18.89
2016-03-09,19.11
2016-03-10,19.59
2016-03-11,17.27
2016-03-14,17.67
2016-03-15,17.85
2016-03-16,16.33
2016-03-17,15.38
2016-03-18,14.36
2016-03-21,14.73
2016-03-22,14.76
2016-03-23,15.03
2016-03-24,16.44
2016-03-28,16.04
2016-03-29,15.89
2016-03-30,13.89
2016-03-31,14.28
2016-04-01,15.28
2016-04-04,14.24
2016-04-05,15.72
2016-04-06,15.98
2016-04-07,16.77
2016-04-08,15.93
2016-04-11,16.26
2016-04-12,16.57
2016-04-13,14.53
2016-04-14,14.12
2016-04-15,14.19
2016-04-18,14.94
2016-04-19,13.88
2016-04-20,13.50
2016-04-21,14.14
2016-04-22,14.19
2016-04-25,14.76
2016-04-26,14.43
2016-04-27,14.95
2016-04-28,15.61
2016-04-29,17.09
2016-05-02,16.50
2016-05-03,16.42
2016-05-04,16.85
2016-05-05,16.45
2016-05-06,16.58
2016-05-09,15.39
2016-05-10,14.35
2016-05-11,14.69
2016-05-12,15.42
2016-05-13,15.47
2016-05-16,15.98
2016-05-17,16.12
2016-05-18,16.47
2016-05-19,17.65
2016-05-20,16.30
2016-05-23,16.47
2016-05-24,16.06
2016-05-25,14.33
2016-05-26,14.11
2016-05-27,13.76
2016-05-31,15.00
2016-06-01,15.25
2016-06-02,14.92
2016-06-03,14.66
2016-06-06,14.27
2016-06-07,14.05
2016-06-08,14.27
2016-06-09,14.85
2016-06-10,17.33
2016-06-13,21.01
2016-06-14,22.16
2016-06-15,20.45
2016-06-16,22.89
2016-06-17,20.03
2016-06-20,18.55
2016-06-21,18.96
2016-06-22,21.22
2016-06-23,19.79
2016-06-24,26.24
2016-06-27,26.72
2016-06-28,22.07
2016-06-29,18.27
2016-06-30,16.99
2016-07-01,15.86
2016-07-05,16.62
2016-07-06,17.04
2016-07-07,15.98
2016-07-08,14.75
2016-07-11,13.67
2016-07-12,13.93
2016-07-13,13.79
2016-07-14,13.37
2016-07-15,13.22
2016-07-18,13.12
2016-07-19,12.83
2016-07-20,11.97
2016-07-21,13.06
2016-07-22,12.88
2016-07-25,13.72
2016-07-26,13.50
2016-07-27,13.74
2016-07-28,13.52
2016-07-29,12.90
2016-08-01,12.98
2016-08-02,14.24
2016-08-03,13.91
2016-08-04,12.98
2016-08-05,12.26
2016-08-08,11.78
2016-08-09,11.92
2016-08-10,12.50
2016-08-11,12.11
2016-08-12,12.00
2016-08-15,12.17
2016-08-16,12.78
2016-08-17,13.71
2016-08-18,12.53
2016-08-19,12.28
2016-08-22,13.02
2016-08-23,12.44
2016-08-24,14.01
2016-08-25,14.09
2016-08-26,14.93
2016-08-29,14.43
2016-08-30,13.60
2016-08-31,14.34
2016-09-01,14.61
2016-09-02,13.90
2016-09-06,12.93
2016-09-07,12.45
2016-09-08,12.60
2016-09-09,17.54
2016-09-12,20.51
2016-09-13,18.97
2016-09-14,18.14
2016-09-15,18.07
2016-09-16,17.10
2016-09-19,15.96
2016-09-20,16.09
2016-09-21,15.65
2016-09-22,13.39
2016-09-23,12.58
2016-09-26,14.63
2016-09-27,14.76
2016-09-28,13.57
2016-09-29,15.69
2016-09-30,15.20
2016-10-03,14.42
2016-10-04,14.57
2016-10-05,13.68
2016-10-06,13.84
2016-10-07,14.15
2016-10-10,14.36
2016-10-11,16.47
2016-10-12,16.34
2016-10-13,17.95
2016-10-14,16.50
2016-10-17,17.11
2016-10-18,15.85
2016-10-19,15.68
2016-10-20,14.72
2016-10-21,14.53
2016-10-24,13.26
2016-10-25,13.86
2016-10-26,14.80
2016-10-27,15.43
2016-10-28,17.35
2016-10-31,17.63
2016-11-01,20.43
2016-11-02,19.82
2016-11-03,22.57
2016-11-04,23.01
2016-11-07,19.86
2016-11-08,19.91
2016-11-09,21.48
2016-11-10,16.30
2016-11-11,16.00
2016-11-14,15.56
2016-11-15,14.65
2016-11-16,14.49
2016-11-17,13.55
2016-11-18,13.74
2016-11-21,13.44
2016-11-22,12.83
2016-11-23,13.01
2016-11-25,12.74
2016-11-28,13.50
2016-11-29,13.55
2016-11-30,13.42
2016-12-01,14.72
2016-12-02,14.48
2016-12-05,13.77
2016-12-06,12.30
2016-12-07,12.24
2016-12-08,13.40
2016-12-09,12.72
2016-12-12,12.78
2016-12-13,13.42
2016-12-14,13.39
2016-12-15,13.24
2016-12-16,12.95
2016-12-19,12.52
2016-12-20,11.75
2016-12-21,11.49
2016-12-22,11.67
2016-12-23,11.81
2016-12-27,12.33
2016-12-28,13.04
2016-12-29,13.71
2016-12-30,14.68
2017-01-03,14.07
2017-01-04,12.80
2017-01-05,12.09
2017-01-06,11.74
2017-01-09,12.08
2017-01-10,11.79
2017-01-11,12.23
2017-01-12,12.60
2017-01-13,11.62
2017-01-17,12.75
2017-01-18,12.81
2017-01-19,13.28
2017-01-20,12.59
2017-01-23,12.62
2017-01-24,11.89
2017-01-25,11.05
2017-01-26,11.01
2017-01-27,10.82
2017-01-30,12.90
2017-01-31,12.99
2017-02-01,12.05
2017-02-02,12.47
2017-02-03,11.84
2017-02-06,11.84
2017-02-07,11.67
2017-02-08,11.82
2017-02-09,11.53
2017-02-10,10.95
2017-02-13,11.40
2017-02-14,11.34
2017-02-15,12.01
2017-02-16,12.86
2017-02-17,12.26
2017-02-21,12.09
2017-02-22,12.07
2017-02-23,12.46
2017-02-24,12.59
2017-02-27,12.14
2017-02-28,12.96
2017-03-01,12.58
2017-03-02,12.71
2017-03-03,11.97
2017-03-06,11.72
2017-03-07,11.58
2017-03-08,11.86
2017-03-09,12.43
2017-03-10,12.09
2017-03-13,12.23
2017-03-14,12.54
2017-03-15,12.25
2017-03-16,11.55
2017-03-17,11.38
2017-03-20,11.72
2017-03-21,12.85
2017-03-22,13.16
2017-03-23,13.17
2017-03-24,14.16
2017-03-27,15.11
2017-03-28,12.67
2017-03-29,11.70
2017-03-30,11.64
2017-03-31,12.54
2017-04-03,13.59
2017-04-04,13.07
2017-04-05,12.89
2017-04-06,13.22
2017-04-07,13.43
2017-04-10,14.11
2017-04-11,15.88
2017-04-12,16.16
2017-04-13,16.22
2017-04-17,16.28
2017-04-18,15.50
2017-04-19,15.15
2017-04-20,14.81
2017-04-21,15.33
2017-04-24,12.01
2017-04-25,11.15
2017-04-26,10.89
2017-04-27,11.08
2017-04-28,11.16
2017-05-01,11.04
2017-05-02,10.59
2017-05-03,11.15
2017-05-04,11.24
2017-05-05,10.98
2017-05-08,10.55
2017-05-09,10.14
2017-05-10,10.24
2017-05-11,11.23
2017-05-12,10.87
2017-05-15,10.88
2017-05-16,10.67
2017-05-17,15.59
2017-05-18,16.30
2017-05-19,14.23
2017-05-22,12.52
2017-05-23,11.00
2017-05-24,10.90
2017-05-25,10.29
2017-05-26,10.48
2017-05-30,10.84
2017-05-31,11.30
2017-06-01,10.54
2017-06-02,10.30
2017-06-05,10.28
2017-06-06,10.77
2017-06-07,10.93
2017-06-08,10.53
2017-06-09,12.11
2017-06-12,12.37
2017-06-13,11.14
2017-06-14,11.26
2017-06-15,12.01
2017-06-16,11.35
2017-06-19,10.60
2017-06-20,11.15
2017-06-21,11.40
2017-06-22,11.01
2017-06-23,10.69
2017-06-26,10.44
2017-06-27,11.31
2017-06-28,11.49
2017-06-29,15.16
2017-06-30,11.85
2017-07-03,11.45
2017-07-05,12.03
2017-07-06,13.05
2017-07-07,12.57
2017-07-10,11.73
2017-07-11,12.14
2017-07-12,10.85
2017-07-13,10.40
2017-07-14,10.14
2017-07-17,10.03
2017-07-18,10.35
2017-07-19,9.94
2017-07-20,10.28
2017-07-21,9.98
2017-07-24,9.97
2017-07-25,9.52
2017-07-26,9.66
2017-07-27,11.50
2017-07-28,11.30
2017-07-31,10.84
2017-08-01,10.56
2017-08-02,10.81
2017-08-03,10.60
2017-08-04,10.50
2017-08-07,10.32
2017-08-08,11.52
2017-08-09,12.63
2017-08-10,16.17
2017-08-11,17.28
2017-08-14,14.05
2017-08-15,12.37
2017-08-16,12.54
2017-08-17,15.77
2017-08-18,16.04
2017-08-21,14.74
2017-08-22,12.94
2017-08-23,12.59
2017-08-24,12.83
2017-08-25,12.45
2017-08-28,12.11
2017-08-29,14.34
2017-08-30,11.98
2017-08-31,11.22
2017-09-01,10.46
2017-09-05,14.06
2017-09-06,12.59
2017-09-07,12.07
2017-09-08,12.60
2017-09-11,11.39
2017-09-12,10.95
2017-09-13,10.86
2017-09-14,11.04
2017-09-15,10.74
2017-09-18,10.42
2017-09-19,10.30
2017-09-20,10.67
2017-09-21,10.21
2017-09-22,10.20
2017-09-25,11.21
2017-09-26,10.68
2017-09-27,10.42
2017-09-28,10.13
2017-09-29,9.83
2017-10-02,10.04
2017-10-03,9.75
2017-10-04,9.88
2017-10-05,9.62
2017-10-06,10.27
2017-10-09,10.53
2017-10-10,10.66
2017-10-11,10.38
2017-10-12,10.33
2017-10-13,9.98
2017-10-16,10.02
2017-10-17,10.46
2017-10-18,10.41
2017-10-19,11.77
2017-10-20,10.04
2017-10-23,11.08
2017-10-24,11.16
2017-10-25,13.20
2017-10-26,11.81
2017-10-27,11.12
2017-10-30,10.89
2017-10-31,10.37
2017-11-01,10.49
2017-11-02,10.89
2017-11-03,9.91
2017-11-06,9.74
2017-11-07,10.31
2017-11-08,10.27
2017-11-09,12.19
2017-11-10,11.58
2017-11-13,12.18
2017-11-14,12.61
2017-11-15,14.51
2017-11-16,12.52
2017-11-17,12.01
2017-11-20,12.08
2017-11-21,10.78
2017-11-22,9.88
2017-11-24,9.96
2017-11-27,10.26
2017-11-28,10.31
2017-11-29,10.93
2017-11-30,12.05
2017-12-01,14.58
2017-12-04,11.86
2017-12-05,11.67
2017-12-06,11.68
2017-12-07,11.32
2017-12-08,10.06
2017-12-11,10.08
2017-12-12,9.92
2017-12-13,10.21
2017-12-14,10.54
2017-12-15,10.20
2017-12-18,9.89
2017-12-19,10.15
2017-12-20,9.85
2017-12-21,9.86
2017-12-22,10.18
2017-12-26,10.46
2017-12-27,10.79
2017-12-28,10.44
2017-12-29,11.06
2018-01-02,11.07
2018-01-03,9.65
2018-01-04,9.31
2018-01-05,9.54
2018-01-08,9.89
2018-01-09,10.09
2018-01-10,10.85
2018-01-11,10.02
2018-01-12,10.31
2018-01-16,12.41
2018-01-17,12.81
2018-01-18,12.40
2018-01-19,12.33
2018-01-22,11.62
2018-01-23,11.57
2018-01-24,12.19
2018-01-25,12.01
2018-01-26,11.60
2018-01-29,13.84
2018-01-30,15.42
2018-01-31,14.44
2018-02-01,14.30
2018-02-02,17.86
2018-02-05,38.80
2018-02-06,50.30
2018-02-07,31.64
2018-02-08,36.17
2018-02-09,41.06
2018-02-12,29.70
2018-02-13,27.82
2018-02-14,25.72
2018-02-15,20.66
2018-02-16,20.99
2018-02-20,21.61
2018-02-21,21.04
2018-02-22,20.61
2018-02-23,18.80
2018-02-26,16.94
2018-02-27,18.98
2018-02-28,20.44
2018-03-01,25.30
2018-03-02,26.22
2018-03-05,21.57
2018-03-06,19.64
2018-03-07,20.49
2018-03-08,17.68
2018-03-09,16.75
2018-03-12,16.35
2018-03-13,16.98
2018-03-14,17.59
2018-03-15,17.41
2018-03-16,16.72
2018-03-19,21.87
2018-03-20,19.31
2018-03-21,18.37
2018-03-22,23.81
2018-03-23,26.01
2018-03-26,24.54
2018-03-27,24.06
2018-03-28,24.94
2018-03-29,23.05
2018-04-02,25.72
2018-04-03,23.38
2018-04-04,24.51
2018-04-05,20.21
2018-04-06,23.12
2018-04-09,22.02
2018-04-10,21.68
2018-04-11,21.66
2018-04-12,19.92
2018-04-13,18.45
2018-04-16,17.66
2018-04-17,16.27
2018-04-18,16.90
2018-04-19,16.92
2018-04-20,17.50
2018-04-23,17.56
2018-04-24,19.66
2018-04-25,19.84
2018-04-26,18.12
2018-04-27,16.77
2018-04-30,16.35
2018-05-01,16.82
2018-05-02,15.97
2018-05-03,18.66
2018-05-04,16.92
2018-05-07,15.52
2018-05-08,15.56
2018-05-09,14.63
2018-05-10,13.63
2018-05-11,13.44
2018-05-14,13.28
2018-05-15,15.01
2018-05-16,14.91
2018-05-17,13.86
2018-05-18,13.87
2018-05-21,13.59
2018-05-22,13.42
2018-05-23,14.60
2018-05-24,14.24
2018-05-25,13.52
2018-05-29,18.78
2018-05-30,16.64
2018-05-31,16.29
2018-06-01,14.93
2018-06-04,13.91
2018-06-05,13.34
2018-06-06,12.56
2018-06-07,13.28
2018-06-08,13.31
2018-06-11,12.69
2018-06-12,12.60
2018-06-13,12.95
2018-06-14,13.07
2018-06-15,13.16
2018-06-18,13.74
2018-06-19,14.68
2018-06-20,13.02
2018-06-21,15.18
2018-06-22,14.60
2018-06-25,19.61
2018-06-26,17.54
2018-06-27,18.19
2018-06-28,18.99
2018-06-29,16.51
2018-07-02,18.08
2018-07-03,16.45
2018-07-05,16.22
2018-07-06,15.45
2018-07-09,13.45
2018-07-10,13.21
2018-07-11,14.15
2018-07-12,13.33
2018-07-13,12.97
2018-07-16,12.97
2018-07-17,13.18
2018-07-18,12.47
2018-07-19,13.09
2018-07-20,13.58
2018-07-23,13.55
2018-07-24,13.21
2018-07-25,12.82
2018-07-26,12.53
2018-07-27,14.26
2018-07-30,14.46
2018-07-31,14.12
2018-08-01,13.63
2018-08-02,14.53
2018-08-03,12.46
2018-08-06,12.15
2018-08-07,11.24
2018-08-08,11.18
2018-08-09,11.31
2018-08-10,13.82
2018-08-13,15.02
2018-08-14,14.22
2018-08-15,16.86
2018-08-16,14.36
2018-08-17,13.96
2018-08-20,12.79
2018-08-21,12.89
2018-08-22,13.29
2018-08-23,12.68
2018-08-24,12.17
2018-08-27,12.48
2018-08-28,12.50
2018-08-29,12.55
2018-08-30,13.95
2018-08-31,14.03
2018-09-04,14.35
2018-09-05,14.30
2018-09-06,15.41
2018-09-07,15.63
2018-09-10,15.20
2018-09-11,14.92
2018-09-12,13.86
2018-09-13,12.91
2018-09-14,13.15
2018-09-17,13.75
2018-09-18,13.48
2018-09-19,12.77
2018-09-20,11.96
2018-09-21,12.03
2018-09-24,12.92
2018-09-25,12.60
2018-09-26,13.13
2018-09-27,13.00
2018-09-28,13.22
2018-10-01,12.40
2018-10-02,12.69
2018-10-03,12.14
2018-10-04,15.84
2018-10-05,17.36
2018-10-08,18.38
2018-10-09,17.49
2018-10-10,22.96
2018-10-11,28.84
2018-10-12,26.80
2018-10-15,22.89
2018-10-16,20.56
2018-10-17,19.55
2018-10-18,21.57
2018-10-19,21.08
2018-10-22,20.89
2018-10-23,24.66
2018-10-24,26.38
2018-10-25,24.78
2018-10-26,27.52
2018-10-29,27.86
2018-10-30,25.55
2018-10-31,22.80
2018-11-01,21.21
2018-11-02,21.61
2018-11-05,20.87
2018-11-06,20.60
2018-11-07,18.05
2018-11-08,17.20
2018-11-09,18.41
2018-11-12,20.71
2018-11-13,21.25
2018-11-14,22.36
2018-11-15,22.97
2018-11-16,21.36
2018-11-19,20.99
2018-11-20,23.81
2018-11-21,22.31
2018-11-23,22.65
2018-11-26,20.80
2018-11-27,19.93
2018-11-28,19.38
2018-11-29,20.48
2018-11-30,19.91
2018-12-03,17.28
2018-12-04,21.94
2018-12-06,25.94
2018-12-07,24.71
2018-12-10,25.94
2018-12-11,23.60
2018-12-12,21.91
2018-12-13,21.57
2018-12-14,22.47
2018-12-17,25.88
2018-12-18,26.14
2018-12-19,26.64
2018-12-20,30.30
2018-12-21,31.35
2018-12-24,36.10
2018-12-26,36.20
2018-12-27,33.80
2018-12-28,31.05
2018-12-31,27.64
2019-01-02,28.53
2019-01-03,26.60
2019-01-04,24.48
2019-01-07,22.71
2019-01-08,22.03
2019-01-09,22.80
2019-01-10,21.32
2019-01-11,20.16
2019-01-14,20.27
2019-01-15,19.20
2019-01-16,19.04
2019-01-17,19.72
2019-01-18,18.18
2019-01-22,21.15
2019-01-23,22.02
2019-01-24,20.25
2019-01-25,18.46
2019-01-28,20.42
2019-01-29,19.93
2019-01-30,19.31
2019-01-31,17.72
2019-02-01,16.83
2019-02-04,16.73
2019-02-05,15.94
2019-02-06,15.87
2019-02-07,17.89
2019-02-08,17.63
2019-02-11,16.50
2019-02-12,15.65
2019-02-13,15.91
2019-02-14,17.27
2019-02-15,16.82
2019-02-19,16.16
2019-02-20,15.19
2019-02-21,15.17
2019-02-22,14.47
2019-02-25,14.90
2019-02-26,15.28
2019-02-27,16.17
2019-02-28,15.24
2019-03-01,14.84
2019-03-04,16.98
